f_d_(GHz)_true,f_d_(GHz)_pred,f_b_(GHz)_true,f_b_(GHz)_pred,log₁₀(τd)_true,log₁₀(τd)_pred,log₁₀(τb)_true,log₁₀(τb)_pred,log₁₀(Rd_Ra)_true,log₁₀(Rd_Ra)_pred,τd___τb_true,τd___τb_pred
3.470031791724903,3.4801734545127054,0.1193238855335516,0.11715816231186837,4.661486677915147,4.660219241585983,6.1250927448272705,6.133047580718994,2.480600220570992,2.4982301879053574,0.034386971847954535,0.03366446064921004
15.646299768184903,17.63646038768823,1.639018555434463,1.6630015894100354,4.007408484983994,3.9554087043803867,4.987236261367798,4.980927467346191,1.8943628389179201,1.837271127808487,0.1047543879203462,0.09429338727009835
35.59930818468803,37.22522472316217,0.06457445300321135,0.061139096134761366,3.650378573401927,3.630982803438364,6.391759395599365,6.415501117706299,1.7204861074869156,2.075941919275958,0.0018139243793222392,0.0016424103975044523
13.934972901311015,13.863731368163359,0.14597853274721065,0.14127728255187777,4.057714003143874,4.0599399970005505,6.037531137466431,6.051747798919678,2.141473500029691,2.2038597460705143,0.010475695487967321,0.01019042267915739
1.7586964931971427,1.760725278489019,0.10180052807813832,0.09942375563077412,4.956629234027918,4.956128532258149,6.194070100784302,6.204329967498779,2.2912365358466626,2.2879451792681507,0.057884079755611814,0.05646750054960041
6.170536255185596,6.209033032748021,0.11238399746113639,0.11070640814034907,4.411497223273498,4.408796161294689,6.151115655899048,6.157647371292114,2.1312018350194286,2.10656789675723,0.018213003345809872,0.017829895179564226
1.457265969463372,1.540917496553416,0.2415383333343443,0.2372052690579072,5.038281308404,5.014040745195233,5.818834066390991,5.826695799827576,2.5969008396306292,2.5713757644493254,0.16574759748441048,0.15393768296386154
15.873501307789612,15.97519173840618,0.08210296682568707,0.08532897923476136,4.001147399535013,3.99837405226484,6.287461280822754,6.270723581314087,2.3740619350482306,2.2807592073864305,0.00517232872784007,0.005341343041887931
3.0907560272929344,3.0650243999075713,0.4085490436175681,0.41974852068069873,4.711755406805752,4.715386195461827,5.590575933456421,5.57883095741272,2.5297172271282964,2.5172073097203893,0.13218417759599072,0.13694785617150598
1.8400873019020139,1.8385410998467386,0.13251334392527123,0.13380114610083643,4.936981703287311,4.937346788850038,6.0795605182647705,6.075360298156738,2.405249316452422,2.4022298644406272,0.07201470483943792,0.07277571663314471
17.790771444576436,18.741200127884166,0.07645357783931517,0.0752907122919478,3.9516253512443766,3.9290227333383103,6.318422317504883,6.325078725814819,1.7903586138836043,1.787661135552329,0.004297372830486352,0.0040173901232678395
2.1006631558090874,2.1139611697800107,0.30177658630478593,0.3008618258193288,4.8794637133633065,4.87672312591984,5.722134590148926,5.723453044891357,2.5740717293903255,2.577578677286136,0.14365777086643577,0.1423213586513692
3.91251478292352,3.9180532812356343,0.09701519653044274,0.0966171563357694,4.609364140159589,4.608749794013467,6.214980363845825,6.216765880584717,2.376840739327235,2.390775304343153,0.024796122676359774,0.024659479951048374
12.990243562749535,12.29858967005879,0.08965277963958435,0.08860957939435164,4.088202837615318,4.111964819684491,6.249256372451782,6.2543394565582275,1.6454975732602908,1.6645721477106583,0.006901547242475893,0.007204856960963076
3.545493494436146,3.570923040651827,0.13601845807880178,0.13672240752995693,4.6521434388099285,4.649039641118776,6.068222284317017,6.065980434417725,2.18709254959803,2.1867785337322734,0.03836375903446222,0.03828769367849499
8.124916677988493,8.181653714742113,0.09390777398907718,0.09191987399701389,4.292001215711018,4.288979037432746,6.229118585586548,6.238410711288452,1.9071184510527617,1.9348014006537135,0.011557998403046535,0.011234877104537931
17.61630503925336,18.211356865856807,0.34366151608131174,0.33808120001147357,3.955905309821343,3.9414778268463526,5.66568922996521,5.672799110412598,1.8681344539395897,1.8338779061006156,0.019508149712187176,0.018564305916453624
3.4473080259971116,3.4552197969982528,0.05530950292767014,0.058843936182578827,4.664340041151221,4.663344452265308,6.459020376205444,6.4321184158325195,2.33453624309608,2.3282547773643825,0.016044259030688793,0.017030446582211634
8.538634791181575,9.02254043530835,0.21906539763685956,0.21287200917161286,4.270431693043325,4.246491294577069,5.861246347427368,5.873701572418213,1.8860347573184197,1.853039337522372,0.025655787253379574,0.023593356072816315
2.303076460986325,2.2651302306674177,0.3607997532663793,0.3700936961849436,4.839511775078776,4.846726955388254,5.644553899765015,5.6335084438323975,2.7309389041542342,2.7344100766706445,0.156659910940109,0.16338738107605214
13.115485524417007,12.754656330177337,0.12414590156415183,0.12098784294425532,4.084035759195715,4.09615137045369,6.1078877449035645,6.1190783977508545,2.9655843504110035,2.631149391504374,0.009465597086210064,0.009485778355156451
2.440745800671939,2.471886847485206,0.15597449913447659,0.15198165969647906,4.814297580866288,4.80879154493284,6.008766531944275,6.0200289487838745,2.668321276948411,2.6630226514980437,0.06390444227806795,0.06148406827403879
9.219879786601403,9.314101745574,0.3215102870633941,0.32155997633315164,4.237094873099754,4.232679153864369,5.69462525844574,5.694558143615723,1.8053966893632012,1.8004365934686635,0.0348714185547866,0.034523992234243586
5.161023510798007,5.186094427809245,0.04782548282123313,0.04941804509191488,4.489084294159497,4.486979711552721,6.522160768508911,6.5079345703125,2.453596146255592,2.431617328774157,0.009266666334918178,0.009528952042778456
1.5904453088774784,1.7075290945381225,1.6541803788075946,1.660501522668576,5.000301392157069,4.969452019294341,4.983237266540527,4.981580853462219,2.6376077051490183,2.610691716440293,1.0400737262541258,0.972458699520861
3.230626297269394,3.184354278579355,0.12083152540066808,0.11933548071468904,4.692533407737602,4.698798752013201,6.119639873504639,6.1250505447387695,2.4137413784770723,2.4336272077293213,0.03740188876156862,0.03747556655911054
13.661401692584498,13.574033182897846,0.07782749756132316,0.07724184971158393,4.066324870354626,4.0691112251147254,6.310687065124512,6.31396746635437,1.689158420721171,1.7076606911608243,0.0056968896246985005,0.005690412618771424
9.619337651949495,9.845234716169355,2.1610339985884006,2.597363049888431,4.218674962307455,4.208594057209186,4.867158532142639,4.787287473678589,2.2703177673554618,2.178657567431053,0.22465517655994083,0.26381931205993936
4.688373912566032,4.995912451184578,0.16028191611747597,0.16321702281269157,4.530797890899665,4.503205312488342,5.996935606002808,5.9890546798706055,2.557758012137353,2.562227887830037,0.034187101776989186,0.03267011269863049
11.88141725586467,12.193360258652762,0.2834739885938026,0.28031602478377576,4.126951883783733,4.115696726213106,5.749306917190552,5.754172205924988,1.921794892051471,1.9278703403484956,0.023858600576785537,0.022989235029355876
32.94172953090569,32.97707399240435,0.09878567939668541,0.0958309663039726,3.684073734561331,3.683608012938812,6.207126140594482,6.220314264297485,1.9298336657063109,2.0513892396486666,0.0029988006338284518,0.002905987545348791
2.1527143395832455,2.113716231832843,0.12325148926811492,0.12215418120132429,4.868833727909259,4.876773449153558,6.111027956008911,6.114911794662476,2.718759932456356,2.7275483047124527,0.057253991856613826,0.05779119229046282
1.5555686746418373,1.5918752605649573,0.058886980965422,0.057783756175605785,5.009930942709772,4.999911098247009,6.431800842285156,6.440014362335205,2.978159794223908,2.972132664806913,0.037855597072228526,0.03629917343843781
7.246419594373688,6.958864158934684,0.06215558443418989,0.0587284011138093,4.341696653965833,4.359281772744353,6.408339977264404,6.432971954345703,2.3822742717490364,2.46612430525782,0.008577420010628294,0.00843936593278749
4.026192937783462,4.115345856036876,0.12885470050208286,0.12764519557267148,4.596925548916622,4.587413792201353,6.09171986579895,6.095815658569336,2.1825384166999746,2.1854485214997252,0.03200410474442418,0.03101688170033791
5.614960316448734,5.444601408588209,0.126217690721558,0.1259913128299548,4.452473440395831,4.465854040458621,6.1006999015808105,6.101479530334473,1.944787792695541,1.9728258381116945,0.022478821506860855,0.023140594393414832
8.543148010376745,8.396773518228528,0.15113420658294036,0.14929354457423233,4.27020220104469,4.277707692295538,6.0224573612213135,6.0277791023254395,2.1906472209139514,2.2648403847489984,0.017690692751590922,0.017779870357361845
4.431656090449637,4.730467841972439,0.09696642326486575,0.09590343655292513,4.555254081143343,4.526916037174809,6.215198755264282,6.2199859619140625,2.5397950823554143,2.5165640859294673,0.021880403462225233,0.02027356273347727
10.931531443842252,10.786022910202263,0.16127470561329224,0.1550966077441385,4.163139123304286,4.168958793219516,5.994253873825073,6.011217832565308,2.510812199237964,2.4980334475670687,0.014753166694145005,0.01437940648146001
4.370663430147998,4.3779243924366265,0.05005139162910262,0.051572996722026934,4.561272767398262,4.560551874691174,6.502403974533081,6.489397764205933,2.484940634853098,2.5095125497544775,0.011451669163966657,0.01178023924102601
3.5896724530354542,3.578469841189012,0.08709703917389389,0.08577845430045841,4.646765309339081,4.6481227702457275,6.261816740036011,6.268441915512085,2.296254757235702,2.2850288111556467,0.024263227443006394,0.02397070762288637
2.847180264501911,2.8633219103747254,0.23941735709540496,0.23417752833341307,4.747405166988756,4.7449499551046195,5.822664499282837,5.832274913787842,2.327233809863921,2.3331058254658776,0.08408928654093802,0.08178526049932199
21.17698690249684,20.422750178580742,0.949488494218766,0.9152304136064267,3.8759559636280927,3.8917059067725477,5.224330425262451,5.240289688110352,2.000463143094211,2.094816829252829,0.044835863505530996,0.044814258883033024
5.184224604634308,5.170208560804424,0.0582407017326819,0.06117982292724926,4.487136322722207,4.48831206920953,6.436593532562256,6.415211915969849,2.545605693101093,2.5132010044350612,0.01123421652692652,0.011833144100038084
2.1655888913126,2.1816217526843906,0.3112990304728951,0.3060817643438715,4.866244116647265,4.863040676389417,5.708642363548279,5.715982675552368,2.2900551909012656,2.292859122970818,0.14374798084793075,0.14030010654562416
4.70864380744413,4.694974333588443,0.11429889871567774,0.11099827149645086,4.528924292826331,4.530186909227482,6.143778085708618,6.156503915786743,2.394028829816438,2.425158523076559,0.024274271614042456,0.02364193361023406
3.319524374696009,3.2503063772945184,0.17634645585294859,0.17862952391137166,4.680744269697623,4.689895831679287,5.955453395843506,5.949866890907288,2.3989975575900173,2.409873532561903,0.05312401294510685,0.054957749570690856
14.79126293874456,15.150079682653478,0.8826448586654858,0.9005054936060396,4.031814874216255,4.021405214602525,5.2560341358184814,5.247333765029907,2.2018224698550934,2.3813910510604903,0.05967339383532057,0.0594389938844414
2.8416894095843954,2.810081272779987,0.052826895323226396,0.05585201394387226,4.748243522890274,4.753101250950523,6.4789650440216064,6.4547812938690186,2.279937970262822,2.2935584313286927,0.018589961008776263,0.019875586690280465
59.446373159583494,50.065094238554366,0.54249797713499,0.47421034908575455,3.427694768310855,3.5022850936583048,5.467422008514404,5.525849103927612,2.1089476667619134,1.937172667730337,0.009125838100814942,0.00947187569099934
1.7183105159073753,1.7054714214858797,0.13974369222516742,0.13584659877058003,4.9667184836952485,4.969975685292179,6.0564879179000854,6.0687713623046875,2.6676400590316467,2.6638322724942882,0.0813262160310844,0.07965340084809208
3.021500395477249,2.964579197916371,0.09258137868464646,0.09373764739205952,4.721597476213598,4.729857074748514,6.2352964878082275,6.22990608215332,2.377886837323618,2.3927664120168908,0.03064086267313664,0.03161920837127311
16.148178933549566,15.797900515443727,0.14245953641579404,0.1479379868932177,3.9936965785786973,4.003220757038226,6.048128604888916,6.031740427017212,1.7647063715466647,1.7550060068890991,0.00882201869337843,0.009364408058437653
7.271791673905395,7.34468578494757,0.05044037839452323,0.051823147773117875,4.340178703145424,4.33584691079163,6.499041795730591,6.4872963428497314,1.9213366551834148,1.9173975861302595,0.006936444367008898,0.007055869956932112
4.00171082562003,4.130031139038972,0.7689375621049049,0.7599100985614743,4.599574429494377,4.585866805539523,5.315929055213928,5.321057915687561,2.301845510704953,2.2865615519188456,0.19215220579707068,0.18399621527751947
3.7577328072163887,3.7971272790198842,0.6207953867640688,0.6274598780142172,4.626894235195351,4.622364976785586,5.408871650695801,5.404234170913696,2.6147076619136222,2.599672821168892,0.16520477069894043,0.16524594302674445
13.411183997059734,13.298602963155698,0.06461076403191579,0.06980934315130981,4.074353010711172,4.07801411152142,6.391515254974365,6.3579065799713135,1.7698100804477068,1.7781124406086968,0.004817677846048568,0.005249374189508428
10.052082965539729,12.906434886861192,0.933190571020984,0.9041729258276372,4.199564067227972,4.091013836918971,5.231849789619446,5.245568633079529,2.801174471887383,2.9550238660482218,0.09283554206825806,0.07005597856834102
1.7520082532994723,1.7581188619827186,0.07222477627695749,0.07573910018140467,4.958283983945681,4.956771898356818,6.343133926391602,6.322499990463257,2.804237799363466,2.7992550564882532,0.04122399317522619,0.04307962437533367
4.98871058146904,5.089465066758099,0.14602301675664928,0.14852217878723858,4.503831822434494,4.495147993855961,6.037398815155029,6.030028820037842,2.599069683409597,2.6336076890673072,0.029270693172513008,0.029182276887469542
3.532112295657838,3.6649214507806867,0.06631355964664107,0.06518260805846175,4.653785629089334,4.637755460675127,6.380217790603638,6.387688398361206,2.6530425229116386,2.633011096771934,0.01877447660091749,0.01778554027251437
53.082742761132096,69.26221096232032,0.056013065719419275,0.055677454929610515,3.47686677707174,3.3613237808216057,6.453530788421631,6.456140756607056,2.1619665133221173,1.4704517795199146,0.001055202930479184,0.0008038648226216725
4.725725072952405,4.721446113364311,0.11699227670851835,0.11321843987189709,4.527351679426524,4.527745094265279,6.133662939071655,6.147902965545654,2.781901681998868,2.782152054822933,0.024756471208645058,0.023979610728040723
2.9465791734463607,2.986489477412149,0.07952446771576352,0.08314028017855513,4.732502016728649,4.726659142747942,6.301319360733032,6.282008647918701,2.0993119402187967,2.097872734339525,0.026988742889521803,0.02783879896693887
